,name,per,no_of_seasons,start_age,end_age,g,mp,fg,fga,fg3,fg3a,ft,fta,orb,ast,stl,blk,tov,pf,pts,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,height_in,weight_lb
582,Felton Spencer,10.8,4.0,19,22,134,2464,409,651,,,350,518,,95,68,133,202,387,1168,.628,,.676,18.4,8.7,5.2,0.7,84.0,265.0
583,Lionel Simmons,14.7,4.0,18,21,131,2465,1244,2482,56,135,673,932,,355,239,248,375,291,3217,.501,.415,.722,38.5,24.6,10.9,2.7,79.0,210.0
584,Bo Kimble,8.1,4.0,19,23,104,2851,872,1800,199,489,407,495,,172,192,41,196,296,2350,.484,.407,.822,27.4,22.6,4.9,1.7,76.0,190.0
585,Willie Burton,12.7,4.0,18,21,118,3348,646,1265,82,217,426,569,,206,103,79,282,355,1800,.511,.378,.749,28.4,15.3,6.0,1.7,80.0,210.0
586,Rumeal Robinson,12.9,3.0,21,23,100,2988,515,975,85,207,331,497,,575,150,29,331,287,1446,.528,.411,.666,29.9,14.5,3.5,5.8,74.0,195.0
587,Tyrone Hill,14.0,4.0,18,21,126,3896,752,1299,0,2,499,721,,122,107,68,341,419,2003,.579,.000,.692,30.9,15.9,11.0,1.0,81.0,240.0
588,Alec Kessler,9.6,4.0,20,23,123,3452,612,1226,15,36,549,720,,112,72,44,268,336,1788,.499,.417,.763,28.1,14.5,7.3,0.9,83.0,230.0
589,Loy Vaught,15.4,4.0,18,21,134,2945,617,1000,2,6,215,286,,100,64,78,179,363,1451,.617,.333,.752,22.0,10.8,6.8,0.7,81.0,230.0
590,Travis Mays,11.7,4.0,18,21,124,4341,758,1714,246,664,517,693,,280,156,25,372,359,2279,.442,.370,.746,35.0,18.4,4.8,2.3,74.0,190.0
591,Dave Jamerson,12.0,4.0,18,22,115,3722,864,1770,239,570,369,436,,249,110,13,238,268,2336,.488,.419,.846,32.4,20.3,4.5,2.2,77.0,190.0
592,Terry Mills,14.7,3.0,20,22,102,2844,598,1065,0,4,209,277,,228,78,111,219,266,1405,.562,.000,.755,27.9,13.8,6.7,2.2,82.0,230.0
593,Jerrod Mustaf,10.7,2.0,19,20,59,1895,393,748,14,36,180,238,,88,37,50,166,128,980,.525,.389,.756,32.1,16.6,7.7,1.5,82.0,238.0
594,Duane Causwell,11.7,3.0,19,21,75,1896,207,411,0,1,128,205,,31,45,203,70,202,542,.504,.000,.624,25.3,7.2,6.0,0.4,84.0,240.0
595,Dee Brown,14.6,4.0,18,21,108,3135,586,1217,87,238,244,320,,336,201,33,247,233,1503,.482,.366,.763,29.0,13.9,5.3,3.1,73.0,160.0
596,Gerald Glass,13.3,4.0,18,22,124,2178,1138,2091,94,258,443,612,,178,246,131,300,284,2813,.544,.364,.724,36.3,22.7,8.9,1.9,77.0,221.0
597,Jayson Williams,15.1,3.0,19,21,72,2075,408,742,1,4,255,391,,37,32,56,161,236,1072,.550,.250,.652,28.8,14.9,6.8,0.5,81.0,240.0
598,Tate George,10.7,4.0,18,21,128,4026,443,989,37,115,324,419,,677,201,29,293,323,1247,.448,.322,.773,31.5,9.7,3.3,5.3,77.0,190.0
599,Anthony Bonner,11.5,4.0,18,21,133,3254,774,1435,4,12,420,662,,265,184,71,316,325,1972,.539,.333,.634,32.5,14.8,10.7,2.0,80.0,215.0
600,Dwayne Schintzius,9.4,4.0,18,21,110,3475,695,1407,3,19,231,317,,253,64,272,283,339,1624,.494,.158,.729,31.6,14.8,7.5,2.3,85.0,260.0
601,Alaa Abdelnaby,13.0,4.0,18,21,134,1989,448,748,,,241,331,,47,50,70,140,276,1137,.599,,.728,14.8,8.5,3.7,0.4,82.0,240.0
602,Lance Blanks,8.8,4.0,19,23,104,2700,470,1096,157,436,288,395,,261,212,21,218,219,1385,.429,.360,.729,26.0,13.3,3.5,2.5,76.0,190.0
603,Elden Campbell,15.9,4.0,18,21,123,3194,754,1342,3,10,369,576,,113,135,334,269,352,1880,.562,.300,.641,26.0,15.3,6.8,0.9,83.0,215.0
604,Les Jepsen,8.8,4.0,19,22,102,1644,223,381,1,4,159,265,,69,37,63,133,164,606,.585,.250,.600,16.1,5.9,5.0,0.7,84.0,237.0
605,Carl Herrera,10.5,2.0,22,23,61,1023,449,792,14,28,352,452,,116,49,65,66,92,1264,.567,.500,.779,31.0,20.7,11.0,1.9,81.0,215.0
606,Negele Knight,11.3,4.0,18,22,122,4066,630,1432,94,221,452,606,,535,162,13,348,319,1806,.440,.425,.746,33.3,14.8,3.1,4.4,73.0,175.0
607,Brian Oliver,8.1,4.0,18,21,127,4425,680,1317,105,273,383,516,,538,140,9,323,332,1848,.516,.385,.742,34.8,14.6,4.8,4.2,76.0,210.0
608,Walter Palmer,11.0,4.0,18,21,87,1628,345,630,1,9,212,276,,23,34,225,144,313,903,.548,.111,.768,18.7,10.4,5.3,0.3,85.0,215.0
609,Kevin Pritchard,8.2,4.0,19,22,139,3982,610,1233,154,379,318,411,,499,190,28,295,358,1692,.495,.406,.774,28.6,12.2,2.4,3.6,75.0,180.0
610,Greg Foster,8.9,4.0,18,21,100,2298,333,690,0,3,156,236,,87,26,102,163,275,822,.483,.000,.661,23.0,8.2,5.2,0.9,83.0,240.0
611,Trevor Wilson,11.3,4.0,18,21,126,3758,706,1417,2,12,384,654,,308,103,42,344,349,1798,.498,.167,.587,29.8,14.3,7.9,2.4,79.0,210.0
612,A.J. English,11.6,4.0,19,22,120,,820,1689,181,396,575,739,,425,125,,,,2396,.485,.457,.778,,20.0,4.2,3.5,75.0,175.0
613,Jud Buechler,11.2,4.0,18,21,131,2930,439,802,40,105,226,304,,255,116,35,196,227,1144,.547,.381,.743,22.4,8.7,4.9,1.9,78.0,220.0
614,Steve Scheffler,13.5,4.0,19,22,110,2447,408,596,,,339,452,,79,28,17,126,217,1155,.685,,.750,22.2,10.5,4.9,0.7,81.0,250.0
615,Bimbo Coles,12.1,4.0,18,21,115,3813,871,2029,149,460,593,793,,547,216,28,345,336,2484,.429,.324,.748,33.2,21.6,3.9,4.8,73.0,180.0
616,Steve Bardo,8.1,4.0,18,21,129,3394,315,717,61,134,218,311,,495,135,44,261,325,909,.439,.455,.701,26.3,7.0,4.3,3.8,77.0,190.0
617,Marcus Liberty,12.2,2.0,20,21,65,1706,323,652,14,33,160,208,,81,70,36,103,151,820,.495,.424,.769,26.2,12.6,5.3,1.2,80.0,205.0
618,Tony Massenburg,11.9,4.0,18,22,112,2939,524,1001,0,3,306,476,,51,61,97,187,300,1354,.523,.000,.643,26.2,12.1,6.4,0.5,81.0,220.0
619,Steve Henson,11.5,4.0,18,21,127,4474,527,1193,240,537,361,401,,582,190,9,294,311,1655,.442,.447,.900,35.2,13.0,2.4,4.6,71.0,177.0
620,Antonio Davis,14.1,4.0,18,21,122,3152,400,741,0,2,317,528,,59,54,104,174,271,1117,.540,.000,.600,25.8,9.2,6.1,0.5,81.0,215.0
621,Kenny Williams,16.1,1.0,19,19,31,,,,,,,,,,,,,,636,,,,,20.5,9.0,,81.0,205.0
622,Derek Strong,13.8,3.0,19,21,96,2632,421,735,,,449,560,,71,73,53,209,304,1291,.573,,.802,27.4,13.4,8.4,0.7,80.0,220.0
623,Cedric Ceballos,19.3,2.0,19,20,58,2057,488,1054,47,154,261,389,,93,93,23,189,146,1284,.463,.305,.671,35.5,22.1,10.7,1.6,78.0,190.0
624,Milos Babic,10.9,3.0,19,21,80,2140,386,805,2,7,204,306,,73,65,115,239,259,978,.480,.286,.667,26.8,12.2,7.5,0.9,84.0,240.0
625,Tony Smith,11.4,4.0,18,21,114,3690,615,1181,52,121,406,517,,469,190,58,332,298,1688,.521,.430,.785,32.4,14.8,4.1,4.1,75.0,185.0
626,Sean Higgins,9.5,3.0,19,21,72,1738,348,710,104,232,102,130,,123,24,22,129,160,902,.490,.448,.785,24.1,12.5,3.3,1.7,81.0,205.0
627,Larry Johnson,16.3,2.0,20,21,75,2372,612,952,30,86,363,460,,188,139,92,188,207,1617,.643,.349,.789,31.6,21.6,11.2,2.5,78.0,250.0
628,Kenny Anderson,16.4,2.0,19,20,65,2488,561,1185,113,302,262,333,,454,168,5,252,135,1497,.473,.374,.787,38.3,23.0,5.6,7.0,72.0,168.0
629,Billy Owens,14.4,3.0,19,21,103,3618,706,1399,50,154,378,554,,381,216,97,268,295,1840,.505,.325,.682,35.1,17.9,8.8,3.7,80.0,220.0
630,Dikembe Mutombo,17.2,3.0,22,24,96,2261,352,547,,,243,379,,75,43,354,165,234,947,.644,,.641,23.6,9.9,8.6,0.8,86.0,245.0
631,Steve Smith,16.1,4.0,18,21,122,4195,826,1695,147,353,464,614,,453,111,36,384,318,2263,.487,.416,.756,34.4,18.5,6.1,3.7,79.0,200.0
632,Doug Smith,11.7,4.0,18,21,128,3760,897,1758,4,23,386,517,,322,178,129,335,422,2184,.510,.174,.747,29.4,17.1,8.2,2.5,82.0,220.0
633,Luc Longley,11.8,4.0,19,22,132,3649,696,1187,0,2,377,513,,317,92,336,343,329,1769,.586,.000,.735,27.6,13.4,7.0,2.4,86.0,265.0
634,Mark Macon,8.9,4.0,18,21,126,4722,980,2318,246,657,403,517,,352,281,14,225,291,2609,.423,.374,.779,37.5,20.7,5.6,2.8,76.0,185.0
635,Stacey Augmon,13.7,4.0,19,22,145,4283,757,1364,97,231,400,591,,433,275,128,312,380,2011,.555,.420,.677,29.5,13.9,6.9,3.0,80.0,205.0
636,Bison Dele,16.5,3.0,18,21,96,2384,481,810,0,1,230,333,,57,65,116,189,272,1192,.594,.000,.691,24.8,12.4,6.5,0.6,81.0,235.0
637,Terrell Brandon,19.7,2.0,19,20,57,2175,463,957,81,213,256,316,,315,114,8,203,120,1263,.484,.380,.810,38.2,22.2,3.6,5.5,71.0,180.0
638,Greg Anthony,14.5,4.0,19,23,138,4208,588,1345,172,454,387,547,,950,329,46,367,346,1735,.437,.379,.707,30.5,12.6,3.1,6.9,72.0,176.0
639,Dale Davis,15.2,4.0,18,21,121,3498,633,1076,0,3,384,651,,84,106,210,189,348,1650,.588,.000,.590,28.9,13.6,10.0,0.7,83.0,230.0
640,Rich King,10.2,4.0,18,21,124,2928,564,1001,2,5,345,510,,223,66,183,273,359,1475,.563,.400,.676,23.6,11.9,6.1,1.8,86.0,260.0
641,Anthony Avent,8.8,3.0,19,21,100,2351,415,788,,,237,338,,112,50,114,206,272,1067,.527,,.701,23.5,10.7,7.1,1.1,81.0,235.0
642,Chris Gatling,17.6,3.0,21,23,85,2663,697,1150,0,1,417,605,,75,147,195,244,282,1811,.606,.000,.689,31.3,21.3,10.1,0.9,82.0,220.0
643,Victor Alexander,13.7,4.0,18,21,111,2950,778,1274,0,1,336,529,,119,78,120,208,247,1892,.611,.000,.635,26.6,17.0,7.2,1.1,81.0,265.0
644,Kevin Brooks,8.3,4.0,18,21,116,4333,883,1693,147,359,381,492,,173,72,44,270,217,2294,.522,.409,.774,37.4,19.8,6.2,1.5,78.0,200.0
645,LaBradford Smith,10.8,4.0,18,21,133,4172,592,1231,131,386,491,567,,713,174,14,500,361,1806,.481,.339,.866,31.4,13.6,2.9,5.4,75.0,200.0
646,John Turner,7.8,3.0,21,23,77,682,494,986,27,78,263,448,,165,47,143,180,162,1278,.501,.346,.587,21.3,16.6,10.5,2.1,80.0,245.0
647,Eric Murdock,17.4,4.0,19,22,117,3648,687,1575,169,477,478,610,,504,376,32,330,344,2021,.436,.354,.784,31.2,17.3,4.3,4.3,73.0,190.0
648,LeRon Ellis,11.9,4.0,18,21,124,3003,470,946,6,21,233,379,,145,146,157,153,354,1179,.497,.286,.615,24.2,9.5,5.1,1.2,81.0,225.0
649,Stanley Roberts,13.6,1.0,19,19,32,859,200,347,0,1,51,111,,40,20,60,56,122,451,.576,.000,.459,26.8,14.1,9.8,1.3,84.0,285.0
650,Rick Fox,13.6,4.0,18,21,140,3180,633,1221,153,394,284,375,,323,197,44,339,405,1703,.518,.388,.757,22.7,12.2,4.2,2.3,79.0,230.0
651,Mark Randall,11.6,4.0,19,23,132,3096,643,1037,1,6,340,522,,217,108,22,236,307,1627,.620,.167,.651,23.5,12.3,5.5,1.6,80.0,235.0
652,Pete Chilcutt,11.9,4.0,19,22,140,3177,483,904,20,58,164,231,,188,115,83,226,155,1150,.534,.345,.710,22.7,8.2,5.5,1.3,82.0,230.0
653,Kevin Lynch,7.7,4.0,19,22,119,3194,519,1106,117,298,200,255,,301,127,29,215,285,1355,.469,.393,.784,26.8,11.4,3.1,2.5,77.0,195.0
654,Rodney Monroe,8.8,4.0,19,22,124,3989,885,1936,322,739,459,549,,299,107,20,258,206,2551,.457,.436,.836,32.2,20.6,4.0,2.4,75.0,185.0
655,Randy Brown,10.3,4.0,18,22,117,3400,347,795,26,84,348,495,,539,271,30,364,331,1068,.436,.310,.703,29.1,9.1,3.2,4.6,74.0,190.0
656,Chad Gallagher,66.8,4.0,18,21,124,3935,811,1472,12,22,349,485,,129,71,183,304,392,1983,.551,.545,.720,31.7,16.0,7.2,1.0,82.0,255.0
657,Donald Hodge,10.5,2.0,20,21,65,2305,311,578,,,240,336,,57,49,53,128,164,862,.538,,.714,35.5,13.3,7.5,0.9,84.0,230.0
658,Myron Brown,14.7,4.0,18,21,116,3885,887,1845,207,538,638,772,,299,181,44,223,147,2619,.481,.385,.826,33.5,22.6,6.6,2.6,75.0,180.0
659,Mike Iuzzolino,12.9,4.0,19,23,112,2715,446,846,199,389,402,458,,318,70,1,175,161,1493,.527,.512,.878,24.2,13.3,1.9,2.8,70.0,175.0
660,Chris Corchiani,11.7,4.0,19,22,124,4097,453,978,127,311,392,477,,1038,328,9,400,349,1425,.463,.408,.822,33.0,11.5,2.1,8.4,72.0,185.0
661,Elliot Perry,14.3,4.0,18,21,126,4124,752,1699,143,414,562,708,,546,304,15,404,280,2209,.443,.345,.794,32.7,17.5,3.5,4.3,72.0,150.0
662,Jimmy Oliver,9.9,3.0,19,21,90,2296,337,724,125,308,160,213,,221,47,23,148,121,959,.465,.406,.751,25.5,10.7,3.1,2.5,77.0,205.0
663,Doug Overton,10.0,4.0,18,21,123,4300,684,1407,142,376,285,350,,671,277,5,334,224,1795,.486,.378,.814,35.0,14.6,3.4,5.5,75.0,190.0
664,Sean Green,9.7,4.0,17,20,88,2740,611,1381,138,417,223,311,,82,134,37,194,166,1583,.442,.331,.717,31.1,18.0,4.5,0.9,77.0,210.0
665,Lamont Strothers,5.8,4.0,19,22,116,3952,1016,2149,190,565,487,673,,225,286,150,329,333,2709,.473,.336,.724,34.1,23.4,6.2,1.9,76.0,190.0
666,Bobby Phills,14.1,4.0,18,21,113,3004,684,1653,282,788,272,383,,204,218,27,182,65,1922,.414,.358,.710,26.6,17.0,4.0,1.8,77.0,210.0
667,Richard Dumas,15.9,3.0,18,20,70,2063,449,896,5,26,209,305,,149,136,66,227,194,1112,.501,.192,.685,29.5,15.9,6.5,2.1,79.0,200.0
668,Isaac Austin,13.0,2.0,20,21,61,1754,353,631,0,2,209,328,,84,49,41,152,175,915,.559,.000,.637,28.8,15.0,7.4,1.4,82.0,255.0
669,Greg Sutton,9.7,3.0,21,23,104,936,1024,2398,438,1157,584,765,,490,213,60,342,341,3070,.427,.379,.763,33.4,29.5,4.8,4.7,74.0,170.0
670,Shaquille O'Neal,26.4,3.0,17,19,90,2741,786,1289,,,369,642,,152,108,412,295,287,1941,.610,,.575,30.5,21.6,13.5,1.7,85.0,325.0
671,Alonzo Mourning,21.2,4.0,18,21,120,3632,612,1082,6,23,771,1023,,138,59,453,297,403,2001,.566,.261,.754,30.3,16.7,8.6,1.2,82.0,240.0
672,Christian Laettner,16.9,4.0,19,22,148,4048,834,1452,79,163,713,885,,273,243,145,396,425,2460,.574,.485,.806,27.4,16.6,7.8,1.8,83.0,235.0
673,Jim Jackson,13.5,3.0,19,21,93,3165,686,1365,82,218,331,422,,372,147,46,304,219,1785,.503,.376,.784,34.0,19.2,5.9,4.0,78.0,220.0
674,LaPhonso Ellis,14.6,4.0,18,21,97,3220,587,1017,15,33,316,468,,141,91,200,92,317,1505,.577,.455,.675,33.2,15.5,11.1,1.5,80.0,240.0
675,Tom Gugliotta,15.9,4.0,19,22,112,3287,563,1184,183,448,227,340,,231,173,62,239,247,1536,.476,.408,.668,29.3,13.7,7.3,2.1,82.0,240.0
676,Walt Williams,14.2,4.0,18,21,105,3189,583,1251,154,429,384,504,,410,175,81,377,340,1704,.466,.359,.762,30.4,16.2,4.6,3.9,80.0,219.0
677,Todd Day,14.1,4.0,19,22,127,3581,835,1744,226,588,499,668,,319,271,102,317,328,2395,.479,.384,.747,28.2,18.9,5.3,2.5,78.0,188.0
678,Clarence Weatherspoon,15.6,4.0,18,21,117,4157,798,1386,32,72,502,741,,171,155,227,288,299,2130,.576,.444,.677,35.5,18.2,11.3,1.5,78.0,240.0
679,Adam Keefe,12.9,4.0,18,21,125,4002,830,1384,7,15,652,886,,210,141,55,309,266,2319,.600,.467,.736,32.0,18.6,9.0,1.7,81.0,230.0
680,Robert Horry,13.4,4.0,18,21,133,3756,572,1249,129,348,319,430,,188,168,286,289,368,1592,.458,.371,.742,28.2,12.0,7.0,1.4,81.0,220.0
681,Harold Miner,12.6,3.0,18,20,87,3069,691,1526,176,479,490,602,,155,98,19,168,173,2048,.453,.367,.814,35.3,23.5,5.4,1.8,77.0,210.0
682,Bryant Stith,12.8,4.0,18,21,131,4391,856,1774,114,323,690,875,,216,177,46,280,308,2516,.483,.353,.789,33.5,19.2,6.6,1.6,77.0,208.0
683,Malik Sealy,13.6,4.0,18,21,127,4841,900,1823,41,166,560,768,,229,238,114,291,346,2401,.494,.247,.729,38.1,18.9,6.9,1.8,80.0,190.0
684,Anthony Peeler,12.9,4.0,19,22,117,3583,666,1428,116,295,522,670,,497,196,36,360,278,1970,.466,.393,.779,30.6,16.8,5.1,4.2,76.0,208.0
685,Randy Woods,11.6,3.0,19,21,88,3196,595,1439,278,789,343,432,,340,220,2,226,244,1811,.413,.352,.794,36.3,20.6,4.8,3.9,70.0,185.0
686,Doug Christie,14.6,3.0,19,21,87,2658,483,1021,69,232,357,478,,395,168,86,332,207,1392,.473,.297,.747,30.6,16.0,5.1,4.5,78.0,200.0
687,Tracy Murray,14.6,3.0,18,20,98,2949,633,1267,197,479,329,416,,143,122,91,178,277,1792,.500,.411,.791,30.1,18.3,6.4,1.5,79.0,225.0
688,Don MacLean,15.1,4.0,19,22,127,4151,943,1776,11,35,711,827,,200,67,36,294,319,2608,.531,.314,.860,32.7,20.5,7.8,1.6,82.0,235.0
689,Hubert Davis,11.8,4.0,18,21,137,2919,557,1118,197,453,304,371,,179,108,23,125,129,1615,.498,.435,.819,21.3,11.8,1.8,1.3,77.0,183.0
690,Jon Barry,14.7,3.0,18,22,94,3128,481,1142,198,533,195,272,,425,163,27,277,192,1355,.421,.371,.717,33.3,14.4,3.6,4.5,76.0,195.0
691,Oliver Miller,15.2,4.0,18,21,137,3243,680,1069,5,30,309,478,,296,154,345,347,413,1674,.636,.167,.646,23.7,12.2,6.5,2.2,81.0,280.0
692,Lee Mayberry,10.1,4.0,18,21,139,4515,723,1460,218,514,276,381,,729,291,24,232,242,1940,.495,.424,.724,32.5,14.0,2.9,5.2,73.0,172.0
693,Latrell Sprewell,15.1,2.0,20,21,68,2131,343,677,73,183,159,215,,136,98,39,146,117,918,.507,.399,.740,31.3,13.5,5.1,2.0,77.0,190.0
694,Elmore Spencer,9.9,3.0,19,22,70,1694,315,522,0,3,112,217,,106,47,173,159,152,742,.603,.000,.516,24.2,10.6,5.9,1.5,84.0,270.0
695,Dave Johnson,7.5,4.0,18,21,132,3429,569,1273,116,344,360,551,,192,127,25,203,303,1614,.447,.337,.653,26.0,12.2,4.3,1.5,79.0,210.0
696,Byron Houston,10.2,4.0,19,22,127,4113,828,1501,25,89,698,957,,209,159,223,379,432,2379,.552,.281,.729,32.4,18.7,9.4,1.6,77.0,250.0
697,Marlon Maxey,15.6,4.0,18,22,85,2065,365,705,,,296,418,,42,48,76,120,213,1026,.518,,.708,24.3,12.1,6.8,0.5,80.0,250.0
698,P.J. Brown,14.1,4.0,19,22,121,3108,476,975,21,53,255,390,,176,101,241,221,354,1228,.488,.396,.654,25.7,10.1,8.4,1.5,83.0,225.0
699,Sean Rooks,12.0,4.0,19,22,129,2724,550,986,5,9,392,590,,146,63,142,230,297,1497,.558,.556,.664,21.1,11.6,5.0,1.1,82.0,250.0
700,Reggie Smith,9.1,4.0,18,21,121,3515,620,1250,0,2,390,679,,158,103,133,233,448,1630,.496,.000,.574,29.0,13.5,8.0,1.3,82.0,240.0
701,Brent Price,13.3,4.0,19,23,124,3856,602,1326,284,689,428,517,,583,270,18,327,350,1916,.454,.412,.828,31.1,15.5,2.9,4.7,73.0,165.0
702,Corey Williams,9.1,4.0,18,21,128,3493,473,1058,118,341,256,351,,349,115,6,265,263,1320,.447,.346,.729,27.3,10.3,3.2,2.7,74.0,190.0
703,Chris Smith,10.7,4.0,18,21,127,4270,728,1731,242,605,447,587,,436,193,43,286,276,2145,.421,.400,.761,33.6,16.9,2.9,3.4,75.0,190.0
704,Tony Bennett,9.5,4.0,19,22,118,4122,792,1501,290,584,411,489,,601,161,12,277,289,2285,.528,.497,.840,34.9,19.4,2.4,5.1,72.0,175.0
705,Duane Cooper,7.7,4.0,18,22,118,2616,251,550,114,283,116,192,,398,95,4,224,158,732,.456,.403,.604,22.2,6.2,2.2,3.4,73.0,185.0
706,Isaiah Morris,10.6,2.0,21,22,72,1361,250,512,2,9,132,162,,66,41,35,99,171,634,.488,.222,.815,18.9,8.8,4.5,0.9,80.0,229.0
707,Elmer Bennett,6.2,4.0,18,21,124,3466,535,1209,91,259,327,456,,516,152,6,149,303,1488,.443,.351,.717,28.0,12.0,2.4,4.2,72.0,170.0
708,Litterial Green,11.6,4.0,18,21,116,3702,674,1611,215,544,548,744,,466,147,14,313,269,2111,.418,.395,.737,31.9,18.2,2.5,4.0,73.0,185.0
709,Popeye Jones,13.3,4.0,18,21,123,3602,782,1586,29,84,464,618,,221,155,81,286,332,2057,.493,.345,.751,29.3,16.7,11.2,1.8,80.0,250.0
710,Matt Geiger,15.2,4.0,18,22,120,3067,545,1000,0,9,272,396,,118,58,128,276,364,1362,.545,.000,.687,25.6,11.4,6.1,1.0,84.0,243.0
711,Chris King,10.6,4.0,19,22,113,3522,702,1352,29,77,288,450,,177,105,99,265,237,1721,.519,.377,.640,31.2,15.2,6.1,1.6,80.0,215.0
712,Robert Werdann,9.8,4.0,18,21,107,2993,386,782,1,3,263,380,,130,107,188,274,391,1036,.494,.333,.692,28.0,9.7,6.9,1.2,83.0,250.0
713,Darren Morningstar,8.9,4.0,18,22,101,1914,310,650,,,196,334,,80,49,8,147,316,816,.477,,.587,19.0,8.1,4.5,0.8,82.0,235.0
714,Brian Davis,9.2,4.0,18,21,141,2790,326,701,9,44,291,424,,181,119,24,180,258,952,.465,.205,.686,19.8,6.8,3.1,1.3,79.0,200.0
715,Matt Fish,11.9,4.0,19,22,90,2087,427,714,,,174,295,,81,71,87,176,307,1028,.598,,.590,23.2,11.4,6.8,0.9,83.0,235.0
716,Matt Steigenga,7.0,4.0,18,21,124,3332,504,934,32,78,256,353,,226,85,97,236,356,1296,.540,.410,.725,26.9,10.5,4.3,1.8,79.0,225.0
717,Chris Webber,20.9,2.0,18,19,70,2231,510,866,41,134,157,296,,166,103,175,200,201,1218,.589,.306,.530,31.9,17.4,10.0,2.4,81.0,245.0
718,Shawn Bradley,16.0,1.0,18,18,34,984,187,361,1,1,128,185,,41,23,177,77,109,503,.518,1.000,.692,28.9,14.8,7.7,1.2,90.0,235.0
719,Anfernee Hardaway,17.4,2.0,20,21,66,2420,458,1005,142,410,261,364,,392,162,84,234,178,1319,.456,.346,.717,36.7,20.0,7.7,5.9,79.0,195.0
